Codpro;Nompro;Valuni;Nrotab;Codean;Codea2;us01;us02;us03;us04;us05;us06;us07;us08;us09;us10;us11;us12;us13;us14;us15;us16;us17;us18;us19;us20;us21;us22;us23;us24;us25;us26;us27;us28;us29;us30;Tunida;U100xx;U105xx
22395;Crayola Washable Sidewalk Chalk X24;59900;  ;071662612245;.13251-2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22396;Crayola Washable Sidewalk Chalk X48;69900;  ;071662612481;.13251-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22397;My First Wooden Stamp Set Vehicles;139900;  ;000772023917;.1882391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22398;Picasso Tilles X60 Piezas Puzzle;249900;  ;616641417031;.132PT60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22399;Juguete Para Construir Urban X454 Pz;149900;  ;671875640693;.9380718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22400;Juguete Para Construir X324 Piezas;129900;01;671875640709;.9380719;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;
22401;Juguete Para Construir Urban X362 Pz;149900;  ;671875640471;.9380720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22402;Adventures 2 En 1 X429 Pz Juguete Para C;129900;  ;671875640716;.9380831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22403;Adventures 3 En 1 X264 Pz Juguete Para C;79900;  ;671875640723;.9380832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22404;Adventures 3 En 1 X317 Juguete Para Cons;89900;  ;671875640846;.9380833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22405;Adventures 3 En 1 X273 Pz Juguete Para C;79900;  ;671875640730;.9380834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22406;Space Station X180 Pz Juguete Para Const;59900;  ;671875640747;.938AS002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22407;Space Station X128 Pz Juguete Para Const;44900;  ;671875640853;.938AS003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22408;Space Station X560 Pz Juguete Para Const;229900;  ;671875640754;.938AS004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22409;Latin Model X161 Pz Juguete Para Constru;49900;  ;671875640761;.938LM001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22410;Latin Model X 180 Juguete Para Construir;54900;01;671875640785;.938LM003;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
22411;Dino X 223 Juguete Para Construir;64900;  ;671875639079;.938DN002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22412;Dino X360 Pz Juguete Para Construir;129900;01;671875639086;.938DN003;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
22413;Dino Rock Age X131 Pz Juguete Para Const;79900;  ;671875639352;.938DN005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22414;Space Explorer X138 Pz Juguete Para Cons;29900;  ;671875637327;.9380204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22415;Pirates X132 Pz Juguete Para Construir;59900;  ;7707244898129;.9380208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22416;Rescue Squad X697 Pz Juguete Para Constr;179900;01;7707244890802;.9380310;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
22417;Rescue Squad X208 Pz Juguete Para Constr;69900;  ;671875640655;.9380329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22418;Rescue Squad X397 Juguete Para Construir;149900;  ;671875640662;.9380330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22419;Rescue Squad X 356 Pz Juguete Para Const;149900;01;671875640679;.9380331;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;3;1;
22420;Space Forces X330 Pz Juguete Para Constr;129900;01;671875640334;.9380407;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;
22421;Space Forces X340 Pz Juguete Para Constr;139900;  ;671875640457;.9380408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22422;Space Forces X529 Pz Juguete Para Constr;199900;01;671875640464;.9380409;2;1;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;6;3;1
22423;Space Forces X528 Pz Juguete Para Constr;169900;01;671875640686;.9380410;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
22424;Construction X115 Pz Juguete Para Constr;34900;01;7707244898211;.9380603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22425;Beyblade X4 Mas Pista Pequena;199900;  ;;.13222425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22426;Fp Pony Camina Conmigo;469900;  ;887961917406;.781GTL55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22427;Camper Aprendizaje Sobre Ruedas;409900;  ;194735012220;.781HCK53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22428;Gimnasio Deluxe Piano Pataditas Musicale;419900;  ;887961682472;.781FWT21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22429;Pictionary Air Ninos Vs Adultos;119900;  ;7700084381394;.781GYH84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22430;Pokemon Pokebolas;39900;  ;7700000385154;.781FPM00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22431;Set Para Elaborar Pulseras;69900;  ;7704345393706;.7811564345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22432;Cubo Rubiks 3x3;59900;  ;7606397391054;.7816063970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22433;Pelota Mordedora;37900;  ;7709165395435;.7812299165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22434;Balde Pegable Con Pala Y Rastrillo;42900;  ;7702968393943;.7811962968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22435;Fichas Magneticas Para Armar;79900;  ;7703723395097;.7812273723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22436;Control Para Bebe Luz Y Sonido;49900;01;7701150394140;.7812061150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22437;Alcancia Unicornio Luz Y Sonido;149900;  ;7706409394100;.7812016409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22438;Dinosaurios Voracez;79900;01;7702168394795;.7812192168;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;
22439;Dinosaurios Velocez;79900;01;7702167394789;.7812192167;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
22440;Gimnasio Para Bebe;119900;  ;7700901394002;.7811970901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22441;Telar Pulseras;79900;  ;7709035394520;.7812159035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22442;Cocodrilo Tasitas Para Ensamblar;27900;  ;7700063340053;.7811963500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22443;Sonajero Elefante Luz Y Sonido;69900;  ;7703338394478;.7812153338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22444;Sonajero Leon Luz Y Sonido;69900;  ;7703466394487;.7812153466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445;Mordedera Para Bebe;16900;  ;7704489394164;.7812064489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22446;Cria De Tigre Blanco;32900;01;3465000500481;.11450048;1;1;1;1;2;10;;;;;;;;;;;;;;;;;;;;;;;;;16;2;2
22447;Tractor Para Construir Johnny;249900;  ;036881466550;.132LP67346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22448;Leona Blanca Con Cachorro;59900;  ;3465000502034;.11450203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22449;Ultimum Black;699900;01;4897070184374;.347612-120;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
22450;Caiman;79900;01;3465000502546;.11450254;1;1;1;1;2;10;;;;;;;;;;;;;;;;;;;;;;;;;16;2;2
22451;Aguila Africana Pescadora;52900;01;3465000502829;.11450282;1;1;2;;2;10;;;;;;;;;;;;;;;;;;;;;;;;;16;2;2
22452;Pajaro Herrerillo;42900;  ;3465000502874;.11450287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22453;Toro Simental;64900;  ;3465000511425;.11451142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22454;Dinosaurio Velociraptor Con Plumas;129900;  ;3465000550868;.11455086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22455;Toro Espa§ol Cafe Y Blanco;81900;01;3465000511838;.11451183;1;1;1;;2;10;;;;;;;;;;;;;;;;;;;;;;;;;15;2;1
22456;Dinosaurio Parasaurolophus;149900;01;3465000550851;.11455085;1;1;1;2;1;10;;;;;;;;;;;;;;;;;;;;;;;;;16;2;3
22457;Toro Espa§ol Negro Y Blanco;81900;01;3465000511845;.11451184;1;1;2;1;2;10;;;;;;;;;;;;;;;;;;;;;;;;;17;2;3
22458;Potro Cob Negro Y Blanco;44900;  ;3465000515089;.11451508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22459;Caballo Apalosa Blanco Y Negro;62900;  ;3465000515393;.11451539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22460;Caballo Cob Negro Y Blanco;62900;  ;3465000515508;.11451550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22461;Caballo De La Jinete Moda Invierno;64900;  ;3465000515539;.11451553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22462;Caballo Cob Irlandes;64900;  ;3465000515584;.11451558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22463;Caballo De Salto Con Amazona;129900;  ;3465000515607;.11451560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22464;Caballo De Concurso Con Jinete;129900;  ;3465000515614;.11451561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22465;Caballo De Salto Con Jinete;129900;  ;3465000515621;.11451562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22466;Caballo De Concurso Con Amazona;129900;  ;3465000515638;.11451563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22467;Caballo De Paseo Con Amazona;129900;  ;3465000515645;.11451564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22468;Caballo Percheron Blanco;64900;  ;3465000515676;.11451567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22469;Caballo Lusitano;62900;  ;3465000515690;.11451569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22470;Yegua Tinker;62900;  ;3465000515706;.11451570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22471;Caballo Clydesdale;82900;  ;3465000515713;.11451571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22472;Caballista De Moda Azul;52900;  ;3465000520090;.11452009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22473;Chica Jinete Moda Invierno;52900;  ;3465000520113;.11452011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22474;Dinosaurio Velociraptor Con Plumas Cafe;127900;01;3465000550554;.11455055;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
22475;Dinosaurio Proteceratops;84900;01;3465000550646;.11455064;3;1;1;1;2;10;;;;;;;;;;;;;;;;;;;;;;;;;18;4;2
22476;Dinosaurio Gorgosaurus;154900;01;3465000550745;.11455074;1;1;3;1;2;9;;;;;;;;;;;;;;;;;;;;;;;;;17;2;4
22477;Dinosaurio T-rex Casta§o Corriendo;209900;  ;3465000550752;.11455075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22478;Dinosaurio Chilesaurus;79900;01;3465000550820;.11455082;1;1;1;1;2;10;;;;;;;;;;;;;;;;;;;;;;;;;16;2;2
22479;Caballo De Paseo Con Amazona;129900;  ;3465000515652;.11451565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22480;Cuentas Para Ensartar Blue Clues;139900;  ;000772330466;.18833046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22481;Set Diario Secreto Y Lapicero Pom Pom;59900;  ;6971617151505;.51212D506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22482;Piano De Cola Negro;749900;  ;6943478034617;.336E0629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22483;Globo Interactivo De Dinosaurios;399900;  ;8908013692125;.13292125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22484;Kit De Artesanias Paw Paotrol;119900;  ;000772332651;.18833265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22485;Vehiculos De Misiones Combinar Y Constru;299900;01;000772333337;.18833333;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
22486;Pinta Y Crea Estuche X65 Piezas;199900;  ;071662111588;.13211588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22487;Lil Smarttop;199900;  ;3417761395004;.1321395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22488;Kit T Shirt Markerts Granja T-8;74900;01;;.745LAS900099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22489;Sombrero M†gico X 25 Trucos Gustavo Lorg;139900;01;;.256008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22490;Flete Gravado;8000;  ;;.13222490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22491;World Map Puzzle;149900;  ;6943478013148;.336E8311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22492;Bunny Stacker;119900;01;6943478034822;.336E0107;;;-1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
22493;Multi-tower Kit;179900;01;6943478021211;.336E5566;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2
22494;Butterfly Rainmarke Rober;59900;01;6943478032866;.336E8531;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2;;
22495;Retro Gourmet Kitchen;399900;  ;6943478015777;.336E8118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22496;Shape-sorter Ladybug;129900;01;6943478034969;.336E0364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22497;Ultimum Lime Red;699900;01;4897070183926;.347612-102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22498;Globber Nl 205 Black Grey;649900;01;4895224401513;.347684-120-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22499;Geodesic Structures;199900;  ;6943478020238;.336E5564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22500;Interactive Happy Birthday Cake;179900;  ;6943478034907;.336E3180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22501;Giant Racket Set;99900;01;4000885701500;.513970150;1;;2;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;6;1;2
22502;Pop-up Goals;269900;01;4000885709889;.513970988;3;2;1;1;1;11;9;;;;;;;;;;;;;;;;;;;;;;;;28;5;2
22503;Bloques Encajables X 72;39900;  ;7706393009035;.6223303100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22504;Cono De Ensartar;94900;01;0766871831654;.62122504;;3;1;;;4;;;;;;;;;;;;;;;;;;;;;;;;;8;3;1
22505;Cubos Colores, Letras Y Numeros;94900;01;0766871831814;.62122505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22506;Pke Amparos Ex/lucario Ex Baraja De Comb;67900;  ;820650503610;.555jccpkeame;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22507;Libro Oso Oliver;54900;01;0766871831791;.62122507;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;
22508;Libro Lila Es Hora De Dormir;54900;01;0766871831807;.62122508;;1;2;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2
22509;Mis Primeros Cubitos;82900;01;0766871831678;.62122509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22510;Pelota Sensorial;59900;  ;0766871831845;.62122510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22511;Rodillo Gateador Byn;109900;01;0766871831685;.62122511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22512;Rodillo Gateador Selva;109900;01;0766871831692;.62122512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22513;Sonajero De Manilla X 2;42900;01;0766871831869;.62122513;2;2;2;1;1;89;3;;;;;;;;;;;;;;;;;;;;;;;;100;4;3
22514;Tapete De Juego Byn;199900;01;0766871831746;.62122514;2;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;1
22515;Tapete De Juego Selva;199900;  ;0766871831722;.62122515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22516;Tarjetas De Estimulacion;94900;01;0766871831753;.62122516;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1
22517;Mordedor En Gel Animales Del Mar;39900;  ;048526069378;.1326937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22518;Little Craft/french Knit;39900;  ;4893156047656;.15304765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22519;Scientific Discovery  Environmetal;299900;01;4893156017116;.15301711;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2
22520;Steam Powered Kids/rainbow Unicorns;179900;01;4893156055415;.15305541;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1
22521;Kids Labs-gamemaer/light Bulb Doodle Cir;159900;  ;4893156033239;.15303323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22522;Kidz Labs-gamemaker/chess Designer Kit;159900;  ;4893156034526;.15303452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22523;Kidz Labs/wind Powered Racer;139900;01;4893156034373;.15303437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22524;Recycled Paper Beads;59900;01;4893156045881;.15304588;;1;1;1;;1;2;;;;;;;;;;;;;;;;;;;;;;;;6;1;2
22525;Kidz Labs/game Maker Egyptian Tomb Dig;69900;01;4893156034557;.15303455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22526;Thinking Kits/vibrating Doodler;109900;01;4893156049179;.15304917;;2;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;1
22527;Kidz Labs/motorised Barrier Gate;129900;01;4893156034472;.15303447;3;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;9;5;4
22528;Science In Action/electric Plane Laucher;129900;01;4893156034533;.15303453;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;1
22529;Green Science/hybrid Crabot;99900;01;4893156034489;.15303448;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1
22530;Primo Foldable Lights Sky Blue;419900;01;4897070184879;.347432-101-2;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1
22531;Fairy Soft Wanda;89900;  ;6922011207596;.645CMC23006B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22532;Fairy Soft Martinica;89900;  ;6922011207602;.645CMC23006D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22533;Juego De Bolos Suaves;109900;01;766871831661;.62122533;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
22534;Carro Lamborghini;64900;01;;.30622534;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
22535;Toyota Prado 8308;86900;  ;;.30622535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22536;Maquinas 1714;119900;  ;;.30622536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22537;Maquinas 1712;119900;  ;;.30622537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22538;Maquinas 1713;119900;  ;;.30622538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22539;Maquinas 1711;119900;  ;;.30622539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22540;Camioneta Surtida;76900;  ;;.30622540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22541;Maquina 625010;119900;  ;;.30622541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22542;Maquina 625015;119900;  ;;.30622542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22543;Maquina 1718;144900;01;;.30622543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22544;Aplanadora 2512-2;89900;  ;;.30622544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22545;Mula 625043;219900;  ;;.30622545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22546;Mula Jg2603;99900;  ;;.30622546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22547;Helicoptero Militar 8120;54900;  ;;.30622547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22548;Locomotora 839c;52900;  ;;.30622548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22549;Vagones;29900;01;;.30622549;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
22550;Sobres Pokemon Tempestad Plateada;23900;  ;820650512858;.55522550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22551;Prism Magnetic Building Block Set;209900;  ;817338027339;.216PT41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22552;62 Piezas 3d Magnetic Bulding Tiles;299900;01;617629992236;.216PT62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22553;Solar Construction Set 6 En 1 Ufo;169900;  ;817338023539;.216PBM03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22554;30 Pc 2 En 1 Contruccion Build Yor Steam;129900;  ;817338021054;.216PTT302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22555;Solar Construction Set 12 En 1 Robot;169900;  ;817338023515;.216PBM01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22556;Solar Construccion 3 En 1 Dinos;169900;01;817338023522;.216PBM02;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
22557;3 En 1 Baby Book;129900;01;605566120256;.50712025;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;3;;
22558;Cheeky Chick Rattle;44900;01;605566120553;.50712055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22559;Kimmy Koala Rattle;44900;01;605566124254;.50712425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22560;My Feelings Crinkle Toy;109900;01;605566125459;.50712545;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
22561;What Does Paul Wear Book;89900;  ;605566126050;.50712605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22562;Harry Lion Activity Doll;129900;01;605566128054;.50712805;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;2
22563;Kimmy Koala Activity Doll;149900;01;605566128153;.50712815;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
22564;My Magnetic Fishig Game;149900;  ;605566128252;.50712825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22565;Harry Lion Cymbals;44900;  ;605566128450;.50712845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22566;Savannah Black And Whit Book;129900;  ;605566128757;.50712875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22567;Magnetic Piik A Boo Puzzle;149900;01;605566128856;.50712885;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1
22568;Lion Blanke;89900;  ;605566129754;.50712975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22569;Elabora Tu Propio Atrapasue§os;79900;01;695929014032;.5121403;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
22570;Pelota Montessori Roja;79900;  ;766871831821;.62122570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22571;Pelota Montessori Arcoiris;79900;01;766871831838;.62122571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22572;Rodillo Gateador Mar;109900;01;0766871831708;.62122572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22573;Tapete De Juego Mar;199900;01;766871831739;.62122573;2;2;1;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;11;4;1
22574;Pandereta Para Bebe;9900;01;7706393008137;.6223305005;1;5;;;;66;;;;;;;;;;;;;;;;;;;;;;;;;72;6;
22575;Dvr Cities;169900;01;8436607943921;.555JDMDVRCIT;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
22576;Vivo Con Valores Cooperacion;8900;  ;9786072118270;.4845081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22577;Vivo Con Valores Paciencia;8900;  ;9786072118294;.4845083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22578;Vivo Con Valores Perseverancia;8900;  ;9786072118300;.4845084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22579;Vivo Con Valores Responsabilidad;8900;  ;9786072118317;.4845085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22580;La Guia De Masajes Para El Bebe;72900;  ;9786072103467;.4841725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22581;Vivo Con Valores Compartir;8900;  ;9786072118263;.4845124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22582;Vivo Con Valores Gratitud;8900;  ;9786072118287;.4845125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22583;El Nacimiento De Tu Bebe;72900;  ;9786072103054;.4841737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22584;Medicina Natural Para Tu Bebe;42900;  ;9786072133113;.4841879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22585;Me Gusta Cocinar;46900;  ;9789702201922;.4846826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22586;Exploding Kittens;128900;01;810083040356;.319EKIEK01ES;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
22587;Dobble Harry Potter;113900;01;3558380067429;.319KOBHP01SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22588;Prime Dixit Bg Sleeves 81 X 122;39900;  ;4251715402634;.319GGS10040M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22589;Crazy Mistigri;84900;  ;3760052142840;.319CGCM0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22590;Dixit Stella Universe;247900;  ;3558380088417;.319LIBDIXSTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22591;Cortex Super Cortex;112900;  ;3558380101109;.319CORSC01ES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22592;Bluff Party;80900;01;3760052141492;.319CGBL0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22593;Explonding Minions;177900;01;852131006617;.319EKEK08ES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22594;Hanabi;71900;01;8435407630642;.319CGHA0001;4;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8;2
